Order_ID,Order_Date,Customer_Name,Product,Category,Region,Quantity,Cost_Price,Sales,Profit,Sales_Executive,Segment,Team
ORD0050,2025-05-06,Rahul,Laptop,Electronics,West,1,34171,37500,3329,Suresh,Home Office,Delta
ORD0051,2025-07-17,Vijay,Printer,Office,North,7,46834,54898,8064,Ravi,Home Office,Gamma
ORD0052,2025-03-01,Meena,Laptop,Electronics,South,7,38653,50329,11676,Vignesh,Corporate,Alpha
ORD0053,2025-02-24,Divya,Phone,Electronics,West,5,35555,46616,11061,Vignesh,Corporate,Alpha
ORD0054,2025-06-05,Meena,Monitor,Electronics,North,5,23768,28063,4295,Vignesh,Consumer,Delta
ORD0055,2025-10-17,Karthik,Printer,Office,West,6,5353,6111,758,Vignesh,Home Office,Delta
ORD0056,2025-05-06,Meena,Phone,Electronics,West,6,46628,51575,4947,Vignesh,Corporate,Gamma
ORD0057,2025-07-02,Meena,Notebook,Office,North,1,1069,1200,131,Divya,Corporate,Delta
ORD0058,2025-10-01,Meena,Laptop,Electronics,South,4,49369,71257,21888,Divya,Consumer,Gamma
ORD0059,2025-05-20,Priya,Chair,Furniture,North,7,41437,42552,1115,Ravi,Home Office,Alpha
ORD0060,2025-04-22,Ajay,Laptop,Electronics,North,4,27442,33937,6495,Divya,Consumer,Beta
ORD0061,2025-11-09,Ajay,Notebook,Office,South,9,27126,35425,8299,Ravi,Consumer,Delta
ORD0062,2025-10-14,Meena,Table,Furniture,North,5,38090,41038,2948,Ravi,Consumer,Alpha
ORD0063,2025-12-20,Asha,Notebook,Office,East,3,24820,31150,6330,Ravi,Corporate,Beta
ORD0064,2025-12-25,Ajay,Laptop,Electronics,East,10,21026,27922,6896,Suresh,Consumer,Alpha
ORD0065,2025-10-27,Karthik,Phone,Electronics,West,5,46456,50036,3580,Vignesh,Home Office,Beta
ORD0066,2025-07-30,Vijay,Phone,Electronics,East,5,33897,46312,12415,Divya,Corporate,Alpha
ORD0067,2025-02-22,Ajay,Printer,Office,East,1,15840,21190,5350,Suresh,Corporate,Alpha
ORD0068,2025-06-26,Meena,Notebook,Office,South,4,21469,26952,5483,Kiran,Home Office,Delta
ORD0069,2025-09-11,Rahul,Laptop,Electronics,East,1,12820,18674,5854,Kiran,Home Office,Gamma
ORD0070,2025-09-11,Asha,Notebook,Office,North,1,35692,42344,6652,Ravi,Home Office,Delta
ORD0071,2025-08-12,Rahul,Printer,Office,West,6,19994,21532,1538,Vignesh,Consumer,Delta
ORD0072,2025-08-15,Meena,Phone,Electronics,South,9,48468,69719,21251,Kiran,Consumer,Gamma
ORD0073,2025-03-27,Meena,Monitor,Electronics,East,7,46727,60907,14180,Divya,Corporate,Gamma
ORD0074,2025-01-18,Rahul,Laptop,Electronics,South,6,44594,49952,5358,Divya,Corporate,Delta
ORD0075,2025-12-11,Arun,Chair,Furniture,South,1,20414,24278,3864,Suresh,Corporate,Delta
ORD0076,2025-01-19,Divya,Phone,Electronics,South,3,15766,16704,938,Vignesh,Home Office,Alpha
ORD0077,2025-03-10,Divya,Monitor,Electronics,East,8,11807,14620,2813,Vignesh,Corporate,Alpha
ORD0078,2025-12-28,Ajay,Monitor,Electronics,West,3,21396,26544,5148,Vignesh,Consumer,Gamma
ORD0079,2025-02-22,Divya,Phone,Electronics,South,5,19844,20479,635,Vignesh,Consumer,Alpha
ORD0080,2025-07-11,Ajay,Monitor,Electronics,North,1,19328,28107,8779,Kiran,Corporate,Delta
ORD0081,2025-07-06,Meena,Monitor,Electronics,North,7,25743,31882,6139,Vignesh,Home Office,Gamma
ORD0082,2025-08-04,Karthik,Monitor,Electronics,West,1,34679,35063,384,Ravi,Corporate,Gamma
ORD0083,2025-02-25,Vijay,Monitor,Electronics,North,3,3553,4205,652,Vignesh,Consumer,Alpha
ORD0084,2025-12-22,Karthik,Chair,Furniture,East,4,35192,51216,16024,Suresh,Consumer,Alpha
ORD0085,2025-09-30,Karthik,Chair,Furniture,East,3,40700,49395,8695,Kiran,Home Office,Delta
ORD0086,2025-12-02,Meena,Chair,Furniture,West,8,5164,5954,790,Suresh,Consumer,Beta
ORD0087,2025-05-02,Ajay,Laptop,Electronics,East,4,774,902,128,Kiran,Corporate,Alpha
ORD0088,2025-06-08,Asha,Phone,Electronics,East,9,46294,48268,1974,Ravi,Consumer,Delta
ORD0089,2025-12-21,Priya,Chair,Furniture,North,6,7197,10548,3351,Ravi,Consumer,Delta
ORD0090,2025-02-15,Meena,Table,Furniture,North,8,11266,15482,4216,Kiran,Consumer,Beta
ORD0091,2025-03-14,Priya,Notebook,Office,East,10,24945,31876,6931,Ravi,Home Office,Beta
ORD0092,2025-09-04,Priya,Laptop,Electronics,East,2,45320,53181,7861,Suresh,Home Office,Beta
ORD0093,2025-01-30,Meena,Printer,Office,East,2,12551,18373,5822,Divya,Home Office,Beta
ORD0094,2025-12-17,Meena,Phone,Electronics,East,5,40982,47721,6739,Vignesh,Home Office,Alpha
ORD0095,2025-01-15,Karthik,Laptop,Electronics,North,3,42911,46178,3267,Suresh,Home Office,Beta
ORD0096,2025-04-30,Divya,Printer,Office,East,6,5304,5552,248,Ravi,Consumer,Gamma
ORD0097,2025-05-24,Asha,Table,Furniture,North,10,31574,33230,1656,Vignesh,Corporate,Alpha
ORD0098,2025-12-18,Asha,Laptop,Electronics,East,8,41406,54912,13506,Suresh,Consumer,Alpha
ORD0099,2025-04-24,Vijay,Notebook,Office,North,1,33495,35899,2404,Kiran,Consumer,Gamma
ORD0100,2025-07-25,Karthik,Monitor,Electronics,North,6,31490,33850,2360,Vignesh,Corporate,Delta
ORD0101,2025-04-10,Arun,Laptop,Electronics,North,8,23590,34070,10480,Ravi,Consumer,Alpha
ORD0102,2025-06-14,Divya,Printer,Office,West,9,49374,50667,1293,Vignesh,Home Office,Delta
ORD0103,2025-08-07,Rahul,Printer,Office,West,5,41472,61493,20021,Ravi,Corporate,Alpha
ORD0104,2025-11-06,Priya,Monitor,Electronics,East,2,46357,62339,15982,Vignesh,Corporate,Gamma
ORD0105,2025-08-05,Divya,Laptop,Electronics,South,9,33389,46124,12735,Vignesh,Corporate,Gamma
ORD0106,2025-09-12,Karthik,Monitor,Electronics,East,4,42548,62411,19863,Vignesh,Consumer,Alpha
ORD0107,2025-05-03,Karthik,Phone,Electronics,West,4,17503,25943,8440,Suresh,Home Office,Gamma
ORD0108,2025-04-15,Priya,Table,Furniture,East,9,26880,38921,12041,Divya,Consumer,Gamma
ORD0109,2025-10-23,Divya,Phone,Electronics,West,10,24600,36066,11466,Vignesh,Corporate,Delta
ORD0110,2025-08-03,Karthik,Laptop,Electronics,East,8,3722,4531,809,Ravi,Corporate,Gamma
ORD0111,2025-12-17,Divya,Table,Furniture,West,5,6171,8547,2376,Suresh,Corporate,Gamma
ORD0112,2025-06-18,Sneha,Notebook,Office,West,8,26850,30402,3552,Vignesh,Consumer,Delta
ORD0113,2025-07-24,Arun,Printer,Office,East,10,2875,3945,1070,Ravi,Consumer,Gamma
ORD0114,2025-09-20,Rahul,Notebook,Office,South,5,27955,37001,9046,Ravi,Home Office,Gamma
ORD0115,2025-11-01,Asha,Notebook,Office,West,10,24867,30389,5522,Kiran,Home Office,Beta
ORD0116,2025-11-22,Arun,Table,Furniture,West,9,15987,17569,1582,Divya,Home Office,Alpha
ORD0117,2025-07-17,Meena,Monitor,Electronics,South,9,47323,60391,13068,Vignesh,Consumer,Beta
ORD0118,2025-08-28,Ajay,Phone,Electronics,West,7,33248,42626,9378,Suresh,Consumer,Alpha
ORD0119,2025-07-24,Vijay,Phone,Electronics,South,8,18930,23461,4531,Divya,Corporate,Alpha
ORD0120,2025-12-31,Meena,Laptop,Electronics,North,2,43123,52249,9126,Suresh,Home Office,Alpha
ORD0121,2025-11-16,Rahul,Monitor,Electronics,South,1,12907,15289,2382,Suresh,Home Office,Beta
ORD0122,2025-11-29,Priya,Phone,Electronics,East,4,23447,34665,11218,Divya,Corporate,Beta
ORD0123,2025-01-24,Divya,Printer,Office,South,9,23043,27265,4222,Divya,Corporate,Beta
ORD0124,2025-05-01,Divya,Notebook,Office,South,4,37269,47566,10297,Divya,Home Office,Gamma
ORD0125,2025-09-29,Priya,Chair,Furniture,West,1,14017,20630,6613,Ravi,Corporate,Beta
ORD0126,2025-03-06,Vijay,Monitor,Electronics,East,3,4134,5805,1671,Vignesh,Consumer,Delta
ORD0127,2025-04-15,Sneha,Table,Furniture,East,9,21476,29030,7554,Suresh,Corporate,Alpha
ORD0128,2025-06-18,Arun,Phone,Electronics,South,4,20745,21112,367,Suresh,Consumer,Beta
ORD0129,2025-11-23,Vijay,Notebook,Office,West,3,49369,55367,5998,Ravi,Consumer,Beta
ORD0130,2025-05-31,Rahul,Phone,Electronics,South,1,14903,20628,5725,Vignesh,Consumer,Delta
ORD0131,2025-08-01,Vijay,Phone,Electronics,South,2,11060,12631,1571,Divya,Consumer,Alpha
ORD0132,2025-03-30,Priya,Laptop,Electronics,West,1,2061,2872,811,Divya,Home Office,Delta
ORD0133,2025-05-17,Arun,Table,Furniture,North,6,43889,60323,16434,Ravi,Consumer,Gamma
ORD0134,2025-11-01,Arun,Monitor,Electronics,West,5,43509,60913,17404,Ravi,Consumer,Alpha
ORD0135,2025-11-21,Divya,Printer,Office,North,7,41541,44803,3262,Suresh,Home Office,Alpha
ORD0136,2025-06-17,Priya,Printer,Office,West,8,32489,43670,11181,Ravi,Home Office,Alpha
ORD0137,2025-02-17,Divya,Phone,Electronics,North,10,9366,12576,3210,Ravi,Home Office,Delta
ORD0138,2025-09-05,Vijay,Notebook,Office,South,2,49770,71731,21961,Vignesh,Consumer,Delta
ORD0139,2025-07-01,Sneha,Notebook,Office,West,6,17366,20078,2712,Kiran,Consumer,Beta
ORD0140,2025-09-17,Arun,Printer,Office,West,8,19487,26942,7455,Suresh,Consumer,Alpha
ORD0141,2025-11-04,Meena,Table,Furniture,North,8,21061,27326,6265,Suresh,Home Office,Delta
ORD0142,2025-06-19,Rahul,Laptop,Electronics,South,4,43498,58085,14587,Divya,Corporate,Delta
ORD0143,2025-10-11,Priya,Laptop,Electronics,North,5,18009,21272,3263,Vignesh,Corporate,Gamma
ORD0144,2025-01-07,Arun,Notebook,Office,North,6,44828,56172,11344,Vignesh,Corporate,Beta
ORD0145,2025-01-23,Ajay,Printer,Office,West,3,45105,63673,18568,Ravi,Home Office,Gamma
ORD0146,2025-07-06,Rahul,Monitor,Electronics,East,4,22609,33529,10920,Vignesh,Consumer,Delta
ORD0147,2025-08-20,Priya,Printer,Office,East,2,11322,14542,3220,Divya,Consumer,Gamma
ORD0148,2025-11-19,Rahul,Notebook,Office,West,4,779,993,214,Kiran,Home Office,Gamma
ORD0149,2025-05-12,Rahul,Table,Furniture,West,2,37419,43694,6275,Suresh,Corporate,Alpha
ORD0150,2025-03-25,Karthik,Laptop,Electronics,East,7,2720,4017,1297,Divya,Corporate,Alpha
ORD0151,2025-03-11,Meena,Printer,Office,East,1,22235,30575,8340,Divya,Home Office,Beta
ORD0152,2025-01-29,Karthik,Notebook,Office,North,3,40708,59467,18759,Ravi,Home Office,Delta
ORD0153,2025-03-18,Meena,Monitor,Electronics,West,3,25280,30470,5190,Divya,Consumer,Beta
ORD0154,2025-02-24,Vijay,Table,Furniture,South,4,7348,10991,3643,Kiran,Corporate,Gamma
ORD0155,2025-09-07,Priya,Laptop,Electronics,East,8,42858,62541,19683,Divya,Home Office,Beta
ORD0156,2025-12-29,Vijay,Laptop,Electronics,North,2,17626,20328,2702,Divya,Home Office,Delta
ORD0157,2025-07-30,Sneha,Printer,Office,South,8,13279,13977,698,Vignesh,Home Office,Delta
ORD0158,2025-10-25,Karthik,Chair,Furniture,South,10,44574,65337,20763,Vignesh,Corporate,Alpha
ORD0159,2025-07-02,Rahul,Notebook,Office,South,1,18642,21941,3299,Suresh,Corporate,Beta
ORD0160,2025-08-02,Sneha,Notebook,Office,West,3,16933,22314,5381,Kiran,Home Office,Alpha
ORD0161,2025-07-29,Vijay,Printer,Office,East,9,13964,17373,3409,Ravi,Corporate,Delta
ORD0162,2025-08-03,Arun,Notebook,Office,North,2,9201,12085,2884,Suresh,Consumer,Alpha
ORD0163,2025-08-03,Sneha,Chair,Furniture,South,2,23875,35334,11459,Vignesh,Home Office,Beta
ORD0164,2025-07-27,Rahul,Chair,Furniture,East,4,1210,1449,239,Suresh,Corporate,Alpha
ORD0165,2025-01-12,Karthik,Monitor,Electronics,South,5,20040,26683,6643,Kiran,Home Office,Beta
ORD0166,2025-02-07,Divya,Laptop,Electronics,South,4,18234,26282,8048,Kiran,Corporate,Gamma
ORD0167,2025-12-14,Ajay,Table,Furniture,North,5,49306,64483,15177,Ravi,Corporate,Gamma
ORD0168,2025-03-09,Divya,Notebook,Office,North,4,6250,7658,1408,Ravi,Home Office,Gamma
ORD0169,2025-07-02,Divya,Notebook,Office,West,4,7472,8676,1204,Divya,Corporate,Alpha
ORD0170,2025-01-23,Vijay,Notebook,Office,West,8,31956,41142,9186,Kiran,Home Office,Gamma
ORD0171,2025-08-01,Sneha,Phone,Electronics,East,3,17478,17620,142,Divya,Consumer,Beta
ORD0172,2025-03-26,Karthik,Notebook,Office,North,2,10046,10831,785,Kiran,Home Office,Alpha
ORD0173,2025-01-17,Sneha,Chair,Furniture,West,3,33507,37934,4427,Ravi,Home Office,Gamma
ORD0174,2025-05-12,Ajay,Chair,Furniture,West,5,26229,36408,10179,Vignesh,Home Office,Beta
ORD0175,2025-08-26,Ajay,Notebook,Office,East,3,11764,15118,3354,Suresh,Corporate,Beta
ORD0176,2025-03-26,Vijay,Printer,Office,West,1,36890,45375,8485,Ravi,Consumer,Alpha
ORD0177,2025-02-23,Divya,Chair,Furniture,North,6,37384,46530,9146,Suresh,Corporate,Delta
ORD0178,2025-12-22,Priya,Notebook,Office,South,2,14825,16518,1693,Kiran,Corporate,Alpha
ORD0179,2025-05-27,Karthik,Chair,Furniture,West,7,12643,17510,4867,Vignesh,Consumer,Delta
ORD0180,2025-12-16,Divya,Phone,Electronics,South,4,46719,54103,7384,Vignesh,Consumer,Alpha
ORD0181,2025-03-18,Priya,Monitor,Electronics,South,5,35223,50693,15470,Vignesh,Home Office,Alpha
ORD0182,2025-01-19,Ajay,Laptop,Electronics,North,5,43739,56448,12709,Divya,Corporate,Delta
ORD0183,2025-04-21,Sneha,Notebook,Office,North,5,46417,53170,6753,Ravi,Consumer,Delta
ORD0184,2025-12-13,Sneha,Phone,Electronics,South,9,18172,21207,3035,Kiran,Consumer,Delta
ORD0185,2025-01-27,Priya,Chair,Furniture,East,9,11998,13055,1057,Suresh,Consumer,Gamma
ORD0186,2025-11-05,Vijay,Chair,Furniture,South,5,34247,45359,11112,Kiran,Home Office,Gamma
ORD0187,2025-09-13,Divya,Laptop,Electronics,West,10,1545,1850,305,Divya,Corporate,Delta
ORD0188,2025-03-25,Divya,Table,Furniture,West,10,37646,53783,16137,Vignesh,Consumer,Alpha
ORD0189,2025-11-24,Priya,Printer,Office,North,6,42645,54279,11634,Kiran,Corporate,Alpha
ORD0190,2025-12-10,Arun,Table,Furniture,East,2,6761,9260,2499,Kiran,Consumer,Alpha
ORD0191,2025-07-14,Priya,Monitor,Electronics,East,8,10640,12538,1898,Vignesh,Corporate,Beta
ORD0192,2025-11-07,Meena,Phone,Electronics,East,1,18002,21705,3703,Divya,Consumer,Gamma
ORD0193,2025-01-12,Ajay,Monitor,Electronics,East,2,29495,40214,10719,Kiran,Consumer,Delta
ORD0194,2025-11-08,Asha,Chair,Furniture,South,10,3963,4505,542,Vignesh,Consumer,Gamma
ORD0195,2025-03-08,Vijay,Notebook,Office,North,9,14347,19820,5473,Suresh,Home Office,Gamma
ORD0196,2025-02-10,Vijay,Table,Furniture,North,1,47405,69708,22303,Ravi,Corporate,Delta
ORD0197,2025-07-19,Asha,Chair,Furniture,West,5,17734,20351,2617,Kiran,Consumer,Delta
ORD0198,2025-06-24,Arun,Printer,Office,North,2,12627,18801,6174,Suresh,Consumer,Delta
ORD0199,2025-05-12,Asha,Chair,Furniture,East,1,16113,16235,122,Divya,Corporate,Delta
ORD0200,2025-01-26,Asha,Chair,Furniture,South,8,8347,11706,3359,Divya,Home Office,Beta
ORD0201,2025-03-03,Sneha,Phone,Electronics,East,10,14901,18735,3834,Ravi,Consumer,Alpha
ORD0202,2025-08-05,Asha,Notebook,Office,East,2,47875,55400,7525,Vignesh,Home Office,Alpha
ORD0203,2025-03-30,Priya,Printer,Office,South,2,46627,63327,16700,Ravi,Consumer,Alpha
ORD0204,2025-04-01,Arun,Notebook,Office,South,1,5719,8330,2611,Divya,Home Office,Gamma
ORD0205,2025-10-23,Karthik,Notebook,Office,East,4,29243,35226,5983,Ravi,Consumer,Beta
ORD0206,2025-10-12,Arun,Phone,Electronics,South,2,27895,33477,5582,Kiran,Corporate,Alpha
ORD0207,2025-03-14,Karthik,Notebook,Office,West,1,26229,31047,4818,Divya,Consumer,Delta
ORD0208,2025-12-29,Sneha,Chair,Furniture,East,1,12838,16403,3565,Vignesh,Consumer,Alpha
ORD0209,2025-04-30,Vijay,Phone,Electronics,East,10,35894,47505,11611,Kiran,Corporate,Delta
ORD0210,2025-12-23,Divya,Printer,Office,West,6,48203,54185,5982,Suresh,Consumer,Beta
ORD0211,2025-09-10,Vijay,Monitor,Electronics,North,9,1290,1711,421,Vignesh,Home Office,Beta
ORD0212,2025-11-09,Divya,Monitor,Electronics,West,10,33413,47988,14575,Kiran,Consumer,Alpha
ORD0213,2025-11-30,Arun,Notebook,Office,West,6,30544,40466,9922,Divya,Consumer,Gamma
ORD0214,2025-08-07,Priya,Monitor,Electronics,West,10,20466,24746,4280,Divya,Home Office,Beta
ORD0215,2025-04-24,Priya,Monitor,Electronics,East,8,18668,23736,5068,Vignesh,Corporate,Delta
ORD0216,2025-09-28,Arun,Printer,Office,North,10,4208,5183,975,Ravi,Consumer,Alpha
ORD0217,2025-08-19,Sneha,Chair,Furniture,North,10,20731,23415,2684,Ravi,Home Office,Gamma
ORD0218,2025-04-18,Priya,Notebook,Office,South,4,25290,29598,4308,Ravi,Home Office,Delta
ORD0219,2025-04-09,Vijay,Notebook,Office,East,7,10902,11097,195,Suresh,Home Office,Alpha
ORD0220,2025-05-05,Ajay,Notebook,Office,West,8,40867,46410,5543,Divya,Home Office,Delta
ORD0221,2025-09-04,Asha,Printer,Office,South,6,13424,17728,4304,Vignesh,Home Office,Gamma
ORD0222,2025-02-07,Priya,Table,Furniture,North,7,11774,17330,5556,Vignesh,Consumer,Alpha
ORD0223,2025-03-25,Sneha,Chair,Furniture,North,10,32805,48103,15298,Divya,Corporate,Gamma
ORD0224,2025-07-16,Divya,Laptop,Electronics,East,4,19479,24552,5073,Suresh,Consumer,Gamma
ORD0225,2025-10-12,Meena,Printer,Office,South,1,24821,27976,3155,Suresh,Consumer,Alpha
ORD0226,2025-07-26,Divya,Phone,Electronics,South,9,9752,14020,4268,Suresh,Home Office,Delta
ORD0227,2025-10-28,Sneha,Monitor,Electronics,South,6,40280,55392,15112,Vignesh,Home Office,Beta
ORD0228,2025-02-28,Meena,Printer,Office,West,5,35837,49082,13245,Suresh,Home Office,Delta
ORD0229,2025-11-03,Karthik,Phone,Electronics,East,5,40089,41221,1132,Divya,Home Office,Delta
ORD0230,2025-02-16,Ajay,Notebook,Office,South,8,43126,50408,7282,Kiran,Corporate,Beta
ORD0231,2025-05-05,Sneha,Monitor,Electronics,North,5,31057,35176,4119,Suresh,Consumer,Delta
ORD0232,2025-11-24,Asha,Phone,Electronics,North,3,15227,18848,3621,Vignesh,Home Office,Gamma
ORD0233,2025-08-07,Divya,Laptop,Electronics,South,10,46683,48432,1749,Kiran,Corporate,Gamma
ORD0234,2025-07-15,Arun,Notebook,Office,North,2,12860,16407,3547,Suresh,Home Office,Beta
ORD0235,2025-12-23,Priya,Notebook,Office,East,2,36127,40769,4642,Suresh,Consumer,Delta
ORD0236,2025-06-11,Vijay,Notebook,Office,East,1,14034,17890,3856,Kiran,Corporate,Alpha
ORD0237,2025-01-04,Asha,Monitor,Electronics,West,10,19383,24764,5381,Suresh,Corporate,Beta
ORD0238,2025-02-05,Meena,Phone,Electronics,South,7,12580,12908,328,Kiran,Consumer,Gamma
ORD0239,2025-03-11,Karthik,Laptop,Electronics,West,9,21369,31397,10028,Kiran,Consumer,Gamma
ORD0240,2025-05-07,Meena,Monitor,Electronics,South,5,47980,49224,1244,Kiran,Corporate,Delta
ORD0241,2025-05-22,Divya,Chair,Furniture,South,5,47165,58106,10941,Divya,Corporate,Beta
ORD0242,2025-03-27,Vijay,Table,Furniture,West,9,45000,65203,20203,Ravi,Consumer,Delta
ORD0243,2025-09-19,Sneha,Table,Furniture,East,7,15098,16662,1564,Suresh,Home Office,Gamma
ORD0244,2025-05-04,Arun,Notebook,Office,West,5,35688,52828,17140,Divya,Corporate,Beta
ORD0245,2025-05-05,Meena,Phone,Electronics,South,4,49693,67127,17434,Divya,Home Office,Gamma
ORD0246,2025-09-04,Arun,Table,Furniture,West,8,48361,71628,23267,Kiran,Consumer,Alpha
ORD0247,2025-03-27,Arun,Monitor,Electronics,West,1,19656,20732,1076,Divya,Home Office,Beta
ORD0248,2025-08-30,Asha,Chair,Furniture,South,8,6573,7043,470,Ravi,Home Office,Alpha
ORD0249,2025-12-18,Meena,Printer,Office,East,10,30476,41747,11271,Kiran,Consumer,Gamma
ORD0250,2025-08-18,Divya,Monitor,Electronics,North,10,17530,19700,2170,Vignesh,Consumer,Gamma
ORD0251,2025-02-13,Karthik,Monitor,Electronics,South,5,11306,13426,2120,Divya,Consumer,Delta
ORD0252,2025-04-27,Vijay,Table,Furniture,South,6,5048,7269,2221,Suresh,Home Office,Beta
ORD0253,2025-03-19,Ajay,Printer,Office,West,9,36585,48913,12328,Divya,Consumer,Beta
ORD0254,2025-07-01,Divya,Laptop,Electronics,West,10,22412,31654,9242,Suresh,Consumer,Beta
ORD0255,2025-06-04,Vijay,Printer,Office,West,1,23942,26645,2703,Divya,Home Office,Alpha
ORD0256,2025-02-25,Divya,Notebook,Office,South,6,27367,27478,111,Vignesh,Home Office,Gamma
ORD0257,2025-09-29,Vijay,Laptop,Electronics,West,4,9063,11617,2554,Ravi,Home Office,Delta
ORD0258,2025-04-24,Asha,Chair,Furniture,South,6,23976,30388,6412,Vignesh,Corporate,Alpha
